COMMON_NAME,BLD_ADDRESS,PARCEL_ADDRESS,STRUCTURE_TYPE,WARD,COMMUNITY,GLOBALID,MULTIPOLYGON
GEESE SHED,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{DC77824A-BCA9-484E-8C69-6AC9B28B077E},"MULTIPOLYGON (((-114.1071171 50.9861207, -114.1071141 50.9861469, -114.1071855 50.9861504, -114.1071886 50.9861244, -114.1071171 50.9861207)))"
GLENMORE WTP GUARD HOUSE,1670 56 AV SW,5300 19 ST SW,GUARD HOUSE,WARD 11,GLENMORE PARK,{DF34FD1C-485A-4FCB-A1A6-4CFE7114315B},"MULTIPOLYGON (((-114.102184 51.0027784, -114.1021729 51.0028083, -114.1022333 51.0028173, -114.1022445 51.0027874, -114.102184 51.0027784)))"
LRT SUBSTATION #2,10128 SACRAMENTO DR SW,10158 SACRAMENTO DR SW,LRT SUBSTATION,WARD 11,SOUTHWOOD,{0AA46862-8F9C-4163-9FA0-2B447E3E41A2},"MULTIPOLYGON (((-114.0771086 50.9624482, -114.0769186 50.9624643, -114.0769393 50.962562, -114.0771293 50.9625459, -114.0771086 50.9624485, -114.0771086 50.9624482)))"
GLENMORE AQUATIC CENTRE,5330 19 ST SW,5300 19 ST SW,INDOOR POOL,WARD 11,GLENMORE PARK,{AE7B235D-D038-409A-AA5C-D99342525D7C},"MULTIPOLYGON (((-114.105299 51.006047, -114.1052989 51.0061438, -114.1052054 51.0061437, -114.1052054 51.0061651, -114.1051376 51.006165, -114.1051346 51.006165, -114.1051339 51.0062883, -114.1051343 51.0064515, -114.1055552 51.0064519, -114.1055551 51.0064963, -114.1055551 51.0064967, -114.105648 51.0064968, -114.1056482 51.0063754, -114.1056412 51.0063754, -114.1056413 51.0063207, -114.1056604 51.0063207, -114.1056605 51.0062885, -114.1056607 51.0061448, -114.1055685 51.0061447, -114.1055687 51.0060472, -114.105299 51.006047)))"
DANGLER SWINGS,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{133BF9F0-00B8-4FAD-A0B8-AE90D4C3F0B0},"MULTIPOLYGON (((-114.1095043 50.9837743, -114.1095042 50.9837699, -114.1095019 50.9837593, -114.1094967 50.983749, -114.1094889 50.9837396, -114.1094786 50.9837311, -114.1094661 50.9837238, -114.1094518 50.983718, -114.1094362 50.9837138, -114.1094197 50.9837114, -114.1094027 50.9837109, -114.1093859 50.9837122, -114.1093697 50.9837152, -114.1093545 50.98372, -114.1093409 50.9837264, -114.1093292 50.9837342, -114.1093198 50.9837431, -114.1093129 50.9837529, -114.1093089 50.9837633, -114.1093077 50.983774, -114.1093095 50.9837846, -114.1093141 50.9837949, -114.1093215 50.9838046, -114.1093313 50.9838133, -114.1093434 50.9838208, -114.1093574 50.9838268, -114.1093728 50.9838313, -114.1093892 50.983834, -114.1094061 50.9838349, -114.1094196 50.9838343, -114.1094328 50.9838326, -114.1094455 50.9838297, -114.1094488 50.9838287, -114.1094633 50.9838233, -114.1094761 50.9838164, -114.1094765 50.9838161, -114.109486 50.983809, -114.1094936 50.9838011, -114.1094992 50.9837925, -114.1095028 50.9837835, -114.1095043 50.9837743)))"
GLENMORE WTP ADMINISTRATION BLDG,1668 56 AV SW,5300 19 ST SW,MODERATE OPERATIONS BUILDING,WARD 11,GLENMORE PARK,{0E8AEABB-A9A3-45F4-8B06-C7742FF96CD9},"MULTIPOLYGON (((-114.1021364 51.0028944, -114.1021077 51.0029125, -114.102092 51.0029026, -114.1020649 51.0029197, -114.1020598 51.0029165, -114.1019675 51.0029748, -114.1019734 51.0029786, -114.1019468 51.0029954, -114.1019601 51.0030037, -114.1019313 51.0030218, -114.1020654 51.0031064, -114.1020568 51.0031118, -114.1020838 51.0031288, -114.1020455 51.003153, -114.1021194 51.0031996, -114.1021208 51.0031987, -114.102267 51.0032909, -114.1022773 51.0032973, -114.1023351 51.0033335, -114.1023609 51.0033512, -114.1025147 51.0034475, -114.1025165 51.0034464, -114.1025943 51.0033969, -114.1027027 51.0033285, -114.1026605 51.0033019, -114.1027207 51.0032639, -114.1026501 51.0032194, -114.1026648 51.00321, -114.1025639 51.0031464, -114.1025552 51.0031519, -114.1025291 51.0031355, -114.1025239 51.0031388, -114.1021364 51.0028944)))"
31 FAY RD SE HOUSING,31 FAY RD SE,31 FAY RD SE,HOUSING - SINGLE FAMILY,WARD 11,FAIRVIEW,{718F23D7-9765-4081-8D57-B0ED7E3A198D},"MULTIPOLYGON (((-114.0675022 50.9818172, -114.0674908 50.98182, -114.0673839 50.9818456, -114.0674016 50.981875, -114.0673612 50.9818847, -114.0674114 50.9819683, -114.0675702 50.9819303, -114.0675329 50.9818683, -114.0675022 50.9818172)))"
MIDNAPORE STATION,1900 HERITAGE DR SW,208R EAGLE RIDGE DR SW;8003 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{80622D89-D97E-49AD-A9C1-24DAB2336CEE},"MULTIPOLYGON (((-114.1058326 50.9831287, -114.1058255 50.9831949, -114.10582 50.9831947, -114.105815 50.9832406, -114.1058101 50.9832863, -114.1058101 50.9832864, -114.105815 50.9832866, -114.10592 50.9832911, -114.1059368 50.9832918, -114.1059471 50.9831957, -114.1059383 50.9831953, -114.1059449 50.9831335, -114.1058326 50.9831287)))"
SOUTHLAND DRIVE PUMP STATION #15,2612 SOUTHLAND DR SW,2612 SOUTHLAND DR SW,PUMP STATION,WARD 11,OAKRIDGE,{A0BF1EC2-F761-47DF-85E8-26459FF9E6DB},"MULTIPOLYGON (((-114.1219694 50.9616071, -114.1219693 50.9616268, -114.121993 50.9616268, -114.1219926 50.9617411, -114.1221331 50.9617413, -114.1221336 50.9616074, -114.1219694 50.9616071)))"
PRINCE HOUSE,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{8002B67E-1BF9-4F1C-B49E-59453EACAB18},"MULTIPOLYGON (((-114.1072952 50.9842852, -114.1072574 50.9843092, -114.1072698 50.9843158, -114.1071673 50.9843847, -114.1071968 50.9844025, -114.1072762 50.9844505, -114.1073761 50.9843839, -114.1073866 50.9843821, -114.1073853 50.9843546, -114.1073935 50.9843497, -114.1073598 50.9843277, -114.1073628 50.9843252, -114.107334 50.9843044, -114.1073313 50.9843025, -114.1073263 50.9843061, -114.1072952 50.9842852)))"
CALGARY BICYCLE TRACK LEAGUE SEA CAN,5300 19 ST SW,5300 19 ST SW,COMMUNITY AUXILIARY,WARD 11,GLENMORE PARK,{6769D981-2FA4-4863-95F5-83D4E897F309},"MULTIPOLYGON (((-114.1034741 51.0057945, -114.1034723 51.0058167, -114.1035599 51.0058194, -114.1035617 51.0057973, -114.1034741 51.0057945)))"
183 & 185 CEDARDALE RD SW HOUSING,183 & 185 CEDARDALE RD SW,183 CEDARDALE RD SW;185 CEDARDALE RD SW,HOUSING - DUPLEX,WARD 11,CEDARBRAE,{F1C2A1DA-D5BE-4B1C-8528-B4E4859EFB76},"MULTIPOLYGON (((-114.1373928 50.9524096, -114.1373129 50.9524384, -114.1374131 50.9525492, -114.1374672 50.9525297, -114.1374632 50.9525253, -114.1374896 50.9525157, -114.1374926 50.9525146, -114.1374709 50.9524907, -114.1375388 50.9524662, -114.1374664 50.9523861, -114.137405 50.9524083, -114.1374029 50.9524059, -114.1373928 50.9524096)))"
3542 & 3544 CEDARILLE DR SW HOUSING,3542 & 3544 CEDARILLE DR SW,3542 CEDARILLE DR SW;3544 CEDARILLE DR SW,HOUSING - DUPLEX,WARD 11,CEDARBRAE,{A2A92C4C-1FD0-425B-88E0-B5AA211650C8},"MULTIPOLYGON (((-114.1359878 50.9535533, -114.1359845 50.9535544, -114.1360144 50.9535872, -114.1360594 50.9536367, -114.1362372 50.9535721, -114.1362069 50.9535387, -114.1362015 50.9535407, -114.1361867 50.9535245, -114.1361837 50.9535211, -114.136146 50.9535348, -114.1361081 50.9534931, -114.1359765 50.9535409, -114.1359878 50.9535533)))"
182 & 184 CEDARDALE RD SW HOUSING,182 & 184 CEDARDALE RD SW,182 CEDARDALE RD SW;184 CEDARDALE RD SW,HOUSING - DUPLEX,WARD 11,CEDARBRAE,{9542F914-52DE-454C-BD05-EA5B99DCE8ED},"MULTIPOLYGON (((-114.1370789 50.9520896, -114.1371833 50.9522023, -114.1372612 50.9521736, -114.137263 50.9521729, -114.137261 50.9521707, -114.1373299 50.9521453, -114.1372535 50.9520628, -114.1371883 50.9520869, -114.1371623 50.9520588, -114.1371579 50.9520605, -114.1370789 50.9520896)))"
CALGARY BICYCLE TRACK LEAGUE SEA CAN,5300 19 ST SW,5300 19 ST SW,COMMUNITY AUXILIARY,WARD 11,GLENMORE PARK,{937F2E80-C6F2-4896-946C-8BD0139193DF},"MULTIPOLYGON (((-114.103544 51.0059452, -114.1035457 51.0059231, -114.1034563 51.0059203, -114.1034546 51.0059424, -114.103544 51.0059452)))"
CALGARY BETWEEN FRIENDS CLUB AMPHITHEATRE,1215 50 AV SW,1215 50 AV SW,PUBLIC GATHERING,WARD 11,GLENMORE PARK,{E94C858B-3AE8-42F6-A5C6-0AD0AF95202F},"MULTIPOLYGON (((-114.0894368 51.0071028, -114.0894172 51.0071238, -114.0893766 51.0071504, -114.0893264 51.0071595, -114.0892836 51.0071506, -114.0892353 51.0071237, -114.0891588 51.0071559, -114.0892316 51.0071999, -114.0893158 51.0072156, -114.089408 51.0072056, -114.0894744 51.007176, -114.0895086 51.0071304, -114.0894368 51.0071028)))"
LEASED BUILDING,#350 8338 18 ST SE,8338 18 ST SE,POLICE STATION,WARD 11,RIVERBEND,{730D167A-AD69-4DD3-9399-7F83390532B1},"MULTIPOLYGON (((-114.0134427 50.9769042, -114.0136172 50.9771203, -114.0136369 50.9771142, -114.0136285 50.9771035, -114.0136866 50.9770856, -114.0135246 50.976885, -114.0134725 50.976901, -114.0134687 50.9768962, -114.0134427 50.9769042)))"
BURNSIDE RANCH HOUSE,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{9150CF33-A813-4697-BE7C-63C7ECEAB60D},"MULTIPOLYGON (((-114.1066442 50.9861034, -114.1066257 50.986208, -114.1068169 50.9862215, -114.1068354 50.9861169, -114.1066442 50.9861034)))"
MONITORING STATION AT DOUGLASDALE SYPHON,2191 DOUGLASBANK CR SE,12 DOUGLAS RANGE RD SE,WATER/WASTE WATER TREATMENT PLANT,WARD 11,DOUGLASDALE/GLEN,{16A19C7D-244A-4655-8D4D-494818245995},"MULTIPOLYGON (((-114.0120067 50.9426529, -114.0120477 50.9426341, -114.0120104 50.9426015, -114.0119694 50.9426203, -114.0120067 50.9426529)))"
LAKEVIEW GOLF PANABODE #1,5300 19 ST SW,5300 19 ST SW,SHACK/SHED/SHOP,WARD 11,GLENMORE PARK,{9CB32D46-342F-4C81-9535-256EE5919DC6},"MULTIPOLYGON (((-114.1062026 51.002707, -114.106161 51.002721, -114.1061933 51.0027591, -114.1062348 51.0027451, -114.1062026 51.002707)))"
LAKEVIEW GOLF PANABODE #3,5300 19 ST SW,5300 19 ST SW,SHACK/SHED/SHOP,WARD 11,GLENMORE PARK,{FA637129-DFF8-4CFD-B39E-56FAF9554EAA},"MULTIPOLYGON (((-114.1061096 51.0027378, -114.1060723 51.0027529, -114.1060705 51.0027536, -114.1061083 51.0027908, -114.1061474 51.002775, -114.1061096 51.0027378)))"
LIFT STATION,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{F64DDA23-78C8-4F8E-960F-26360A8A18CB},"MULTIPOLYGON (((-114.1087553 50.9860058, -114.1087331 50.9860439, -114.1087807 50.9860549, -114.1088029 50.9860169, -114.1087553 50.9860058)))"
NORTH GLENMORE PARK DEPOT,6720 37 ST SW,7305 CROWCHILD TR SW,DEPOT,WARD 11,GLENMORE PARK,{157B071A-8D4B-4397-A434-DE8565FC786D},"MULTIPOLYGON (((-114.1370362 50.9926659, -114.136971 50.9927874, -114.1369808 50.9927909, -114.1369693 50.9928121, -114.1370366 50.9928267, -114.1370463 50.9928088, -114.137105 50.9928165, -114.13717 50.9926954, -114.137108 50.9926759, -114.1370362 50.9926659)))"
CARBURN PARK DEPOT,67 RIVERVIEW DR SE,67 RIVERVIEW DR SE,DEPOT,WARD 11,RIVERBEND,{CBE6AD5C-60F1-4E1F-9852-65D868C8A8F9},"MULTIPOLYGON (((-114.0267717 50.9741642, -114.0265347 50.9741939, -114.0265608 50.9742768, -114.0267978 50.974247, -114.0267717 50.9741642)))"
ANDERSON FARE BOX BUILDING,11425 ANDERSON STATION WY SW,11425 ANDERSON STATION WY SW,FARE BOX BUILDING,WARD 11,SOUTHWOOD,{E802506C-49AA-4F82-B80C-9684FB9F5015},"MULTIPOLYGON (((-114.0752887 50.9514148, -114.0752832 50.9514199, -114.0752837 50.9516246, -114.0752855 50.9516256, -114.0752919 50.951629, -114.0752918 50.9516417, -114.0753746 50.951642, -114.0753767 50.9514197, -114.0753546 50.9514196, -114.0753334 50.9514196, -114.0753267 50.9514152, -114.0752887 50.9514148)))"
BACHELOR'S TENT CABIN,1900 HERITAGE DR SW,7303 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{52709CE2-B275-430B-9129-12C78D8894A5},"MULTIPOLYGON (((-114.1033318 50.9870319, -114.1033314 50.9870698, -114.1033871 50.9870701, -114.1033875 50.9870321, -114.1033318 50.9870319)))"
FRATERNAL ORDER OF EAGLES STORAGE SHED 1,9305 5 ST SE,9305 5 ST SE,COMMUNITY AUXILIARY,WARD 11,ACADIA,{25D02E2F-F8A1-4441-A9F6-2CAC9769AAD6},"MULTIPOLYGON (((-114.0535803 50.9698675, -114.0535787 50.9699008, -114.053642 50.969902, -114.0536436 50.9698687, -114.0535803 50.9698675)))"
SHONTS GRAIN ELEVATOR,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{08812997-D2C4-48F9-94EC-16F44E71B97A},"MULTIPOLYGON (((-114.1089837 50.9857582, -114.1089982 50.9857645, -114.1089829 50.9857878, -114.1089918 50.9857905, -114.1090262 50.9858008, -114.109034 50.9858032, -114.1090357 50.985801, -114.1091562 50.9858363, -114.109211 50.9857555, -114.1090935 50.9857215, -114.1091266 50.9856733, -114.1091221 50.9856721, -114.1090758 50.9856601, -114.1090706 50.9856587, -114.1090339 50.9857123, -114.1090168 50.9857068, -114.108989 50.9857492, -114.1089833 50.985758, -114.1089837 50.9857582)))"
HERITAGE LRT STATION,515 HERITAGE DR SW,16 HADDON RD SW;493 HERITAGE DR SW;515 HERITAGE DR SW,LRT STATION,WARD 11,HAYSBORO,{1AD0504D-5AB8-4A9B-BEA4-3360CF83B79A},"MULTIPOLYGON (((-114.0742382 50.9787634, -114.0744544 50.9787925, -114.0744741 50.978735, -114.0744748 50.9787331, -114.0744386 50.9787287, -114.0744474 50.978706, -114.0744385 50.9787047, -114.0743606 50.9786933, -114.0743524 50.9786921, -114.0743441 50.9787149, -114.0742581 50.9787033, -114.0741524 50.978689, -114.0741666 50.9786471, -114.074108 50.9785897, -114.0741548 50.9784509, -114.0742322 50.9784606, -114.0743963 50.9779854, -114.0743357 50.9779768, -114.0744386 50.9776785, -114.0744266 50.9776769, -114.0743467 50.9776664, -114.074337 50.9776651, -114.0742348 50.9779623, -114.0741732 50.9779549, -114.0740099 50.9784303, -114.0740776 50.9784402, -114.0740286 50.9785854, -114.0739428 50.9786188, -114.0739069 50.9787254, -114.0739722 50.9787354, -114.0739707 50.9787403, -114.074052 50.9787506, -114.0740539 50.9787463, -114.0741287 50.9787562, -114.0741314 50.978749, -114.0742382 50.9787634)))"
GLENMORE WTP RES/PRETREAT FACILITY,1634 56 AV SW,5300 19 ST SW,WATER/WASTE WATER TREATMENT PLANT,WARD 11,GLENMORE PARK,{2B6ADA3F-F433-4A6C-BA03-A2555C7D5B01},"MULTIPOLYGON (((-114.0993253 51.0042001, -114.099373 51.0042091, -114.0993679 51.004253, -114.0997512 51.0042528, -114.0999882 51.0042526, -114.1002806 51.0042525, -114.1002792 51.0041913, -114.1002792 51.00419, -114.1005428 51.0041926, -114.1005421 51.0041948, -114.1006384 51.0041956, -114.1006384 51.0041921, -114.1007361 51.0041921, -114.1007439 51.0042141, -114.100916 51.0042134, -114.1009045 51.0041771, -114.1009269 51.0041772, -114.1009987 51.0041775, -114.1009975 51.0041736, -114.1010227 51.0041755, -114.1010228 51.004104, -114.1011998 51.0041033, -114.1012004 51.0040753, -114.1012003 51.0039198, -114.1009044 51.0039199, -114.1009043 51.0031372, -114.1007569 51.0031372, -114.1007565 51.0031372, -114.1007565 51.0030263, -114.1006492 51.0030263, -114.1006492 51.0030082, -114.1005331 51.0030082, -114.1005331 51.0030276, -114.1004196 51.0030276, -114.1004196 51.0030649, -114.1003644 51.0030649, -114.1003644 51.0031375, -114.1002703 51.0031375, -114.1002703 51.0031508, -114.0997531 51.0031508, -114.0995995 51.0031508, -114.0995716 51.0031507, -114.0991305 51.0031504, -114.0990602 51.0031504, -114.0990602 51.0031684, -114.0990573 51.0033709, -114.0990649 51.0038497, -114.0990652 51.0038695, -114.0990126 51.0038691, -114.0990133 51.0040634, -114.0990666 51.004063, -114.0990659 51.0041104, -114.0990648 51.0041794, -114.0990648 51.0041824, -114.0990669 51.0041821, -114.0991175 51.0041744, -114.0991882 51.0041636, -114.0991936 51.0041628, -114.099214 51.0041695, -114.0992526 51.0041822, -114.0993253 51.0042001)))"
DENTIST'S OFFICE,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{B76354BB-A8DB-48F3-9C4B-3EE85635C393},"MULTIPOLYGON (((-114.1087627 50.9853184, -114.1087625 50.9853196, -114.1087627 50.9853197, -114.1088173 50.9853231, -114.1088228 50.9852835, -114.1087706 50.9852806, -114.1087695 50.9852806, -114.1087627 50.9853184)))"
DINGMAN NO.1 DISCOVERY WELL,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{F0951916-B6FD-486E-B31E-C706FBD2BA80},"MULTIPOLYGON (((-114.1085207 50.9826791, -114.1084763 50.9827047, -114.1085127 50.9827309, -114.1084967 50.9827428, -114.1086316 50.9828371, -114.1086145 50.9828466, -114.1086667 50.9828837, -114.1086871 50.982874, -114.108706 50.9828876, -114.1087633 50.9828532, -114.1087487 50.9828397, -114.1087647 50.9828292, -114.1087102 50.9827899, -114.1086977 50.9827964, -114.10862 50.9827424, -114.1086128 50.9827459, -114.1085621 50.9827082, -114.1085633 50.9827074, -114.1085207 50.9826791)))"
ROADS DISTRICT 6 STORAGE SHED,340 HADDON RD SW,340 HADDON RD SW,SHACK/SHED/SHOP,WARD 11,HAYSBORO,{08361A00-B2B2-40D5-92E5-39ED349853F0},"MULTIPOLYGON (((-114.0781931 50.9661881, -114.0779164 50.966201, -114.0779205 50.9662308, -114.077853 50.9662347, -114.0778584 50.9662735, -114.078202 50.9662564, -114.0781931 50.9661881)))"
SAILING CLUB STORAGE SHED,8415 24 ST SW,8415 24 ST SW,SHACK/SHED/SHOP,WARD 11,GLENMORE PARK,{DCEAECA4-4CA0-4826-9F27-F23B5E916389},"MULTIPOLYGON (((-114.1193701 50.9757911, -114.1193077 50.9758131, -114.1193316 50.9758401, -114.1193941 50.9758181, -114.1193701 50.9757911)))"
CLUB CAFÉ,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{DD31F59F-89BC-41D0-9829-EB405BBE0F01},"MULTIPOLYGON (((-114.1087503 50.9854586, -114.1087485 50.9854691, -114.1087365 50.9854689, -114.1087215 50.9855595, -114.1089386 50.9855766, -114.1089554 50.9854765, -114.1087503 50.9854586)))"
GLENMORE SAILING STRGE SHED #5,8415 24 ST SW,8415 24 ST SW,SHACK/SHED/SHOP,WARD 11,GLENMORE PARK,{5DED0715-1B3D-48F4-8BBB-9F7CD2904114},"MULTIPOLYGON (((-114.1199866 50.9747981, -114.1199406 50.974783, -114.1199091 50.9748215, -114.119955 50.9748365, -114.1199866 50.9747981)))"
GLENMORE SAILING STRGE SHED #4,8415 24 ST SW,8415 24 ST SW,SHACK/SHED/SHOP,WARD 11,GLENMORE PARK,{3002E97E-86D4-4B07-AE74-B84B60E43DA2},"MULTIPOLYGON (((-114.1200789 50.9748283, -114.1200329 50.9748132, -114.1200013 50.9748517, -114.1200473 50.9748667, -114.1200789 50.9748283)))"
GLENMORE SAILING STRGE SHED #3,8415 24 ST SW,8415 24 ST SW,SHACK/SHED/SHOP,WARD 11,GLENMORE PARK,{9B7DE8C7-D393-4B85-B8A9-35ED97142760},"MULTIPOLYGON (((-114.1200473 50.9748667, -114.1200934 50.9748818, -114.120125 50.9748434, -114.1200789 50.9748283, -114.1200473 50.9748667)))"
GLENMORE SAILING STRGE SHED #6,8415 24 ST SW,8415 24 ST SW,SHACK/SHED/SHOP,WARD 11,GLENMORE PARK,{B56B38B9-205B-4560-8AB2-BFB625642DDD},"MULTIPOLYGON (((-114.119955 50.9748365, -114.1200013 50.9748517, -114.1200329 50.9748132, -114.1199866 50.9747981, -114.119955 50.9748365)))"
3610 & 3612 CEDARILLE DR SW HOUSING,3610 & 3612 CEDARILLE DR SW,3610 CEDARILLE DR SW;3612 CEDARILLE DR SW,HOUSING - DUPLEX,WARD 11,CEDARBRAE,{93B2D539-C1D4-431C-A47A-C0160503CF6C},"MULTIPOLYGON (((-114.1349624 50.9525914, -114.135032 50.9526291, -114.1351004 50.9526662, -114.135231 50.95257, -114.1351853 50.9525452, -114.1351768 50.9525514, -114.1351537 50.9525389, -114.1351302 50.9525262, -114.1351383 50.9525202, -114.1350927 50.9524955, -114.1349624 50.9525914)))"
ROADS DISTRICT 6 SALT SILO,340 HADDON RD SW,340 HADDON RD SW,SALT STORAGE,WARD 11,HAYSBORO,{F0673531-66E2-4918-9D1B-F93056AC8CBE},"MULTIPOLYGON (((-114.0774143 50.9653539, -114.0773621 50.9653553, -114.077318 50.9653749, -114.0772849 50.9654008, -114.0772904 50.9654391, -114.0773191 50.9654706, -114.0773763 50.9654859, -114.077439 50.9654803, -114.0774764 50.9654659, -114.0775068 50.9654323, -114.0775011 50.9653964, -114.0774681 50.965367, -114.0774143 50.9653539)))"
GLENMORE SAILING STRGE SHED #2,8415 24 ST SW,8415 24 ST SW,SHACK/SHED/SHOP,WARD 11,GLENMORE PARK,{681FE36C-A8B5-412A-9572-E2B9D00D2864},"MULTIPOLYGON (((-114.1200244 50.9747481, -114.1200125 50.9747443, -114.1199626 50.9747279, -114.1199384 50.9747573, -114.1200002 50.9747775, -114.1200244 50.9747481)))"
GLENMORE WTP CHEMICAL BUILDING,1612 56 AV SW,5300 19 ST SW,WATER/WASTE WATER TREATMENT PLANT,WARD 11,GLENMORE PARK,{CA782A36-D905-4FCE-8EC7-2AD359343251},"MULTIPOLYGON (((-114.0988815 51.0028142, -114.0988278 51.0028144, -114.0988287 51.0029484, -114.0989775 51.002948, -114.0989771 51.0028892, -114.0990405 51.002889, -114.09904 51.0028236, -114.0988815 51.0028241, -114.0988815 51.0028142)))"
186 & 188 CEDARDALE RD SW HOUSING,186 & 188 CEDARDALE RD SW,186 CEDARDALE RD SW;188 CEDARDALE RD SW,HOUSING - DUPLEX,WARD 11,CEDARBRAE,{F196507C-6B57-49D6-B182-5C689721D254},"MULTIPOLYGON (((-114.1369993 50.9522693, -114.1370247 50.9522598, -114.1370368 50.9522625, -114.137056 50.9522552, -114.1370611 50.9522464, -114.1370751 50.9522414, -114.1370779 50.9522445, -114.1370816 50.9522432, -114.1371592 50.9522151, -114.1370582 50.9521034, -114.1369799 50.9521317, -114.1369007 50.9521603, -114.1369993 50.9522693)))"
27 & 29 CEDARDALE RD SW HOUSING,27 & 29 CEDARDALE RD SW,27 CEDARDALE RD SW;29 CEDARDALE RD SW,HOUSING - DUPLEX,WARD 11,CEDARBRAE,{0CA0FDBB-3102-4898-B207-1CDD8698A23B},"MULTIPOLYGON (((-114.1374862 50.9548188, -114.1375776 50.9548189, -114.1375776 50.9548213, -114.137578 50.9548213, -114.1376275 50.9548214, -114.1376685 50.9548215, -114.1376689 50.9546923, -114.1376271 50.9546923, -114.1375781 50.9546922, -114.1374866 50.9546921, -114.1374862 50.9548188)))"
POWER DISTRIBUTION SHED,1900 HERITAGE DR SW,8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{7832F42A-9B41-4358-BBA1-068555A162B1},"MULTIPOLYGON (((-114.1078083 50.9847654, -114.107803 50.9847968, -114.1078778 50.9848011, -114.1078821 50.9847698, -114.1078083 50.9847654)))"
GLENMORE SAIL EQUIP STRG BLDG3,8415 24 ST SW,8415 24 ST SW,SEASONAL EQUIPMENT STORAGE,WARD 11,GLENMORE PARK,{3CA54499-1EA8-4E4E-83CB-13D3A0C4BAE2},"MULTIPOLYGON (((-114.1207727 50.9752004, -114.1207427 50.9751678, -114.1207375 50.9751697, -114.120688 50.9751879, -114.1207127 50.9752147, -114.120718 50.9752205, -114.1207727 50.9752004)))"
3412 & 3414 CEDARILLE DR SW HOUSING,3412 & 3414 CEDARILLE DR SW,3412 CEDARILLE DR SW;3414 CEDARILLE DR SW,HOUSING - DUPLEX,WARD 11,CEDARBRAE,{B8B52561-6AE5-4296-9946-28F30823F3D0},"MULTIPOLYGON (((-114.1363136 50.9561024, -114.1363137 50.9561601, -114.1365187 50.9561599, -114.1365186 50.9561025, -114.1365185 50.9560455, -114.1363135 50.9560456, -114.1363136 50.9561024)))"
GLENMORE DAY CAMP STORAGE,5300 19 ST SW,5300 19 ST SW,BUILDING,WARD 11,GLENMORE PARK,{6BBB9F64-0E0A-4B77-8559-040A2A171FBD},"MULTIPOLYGON (((-114.1049382 51.0064481, -114.1049401 51.0064031, -114.104887 51.0064022, -114.1048851 51.0064472, -114.1049382 51.0064481)))"
MILLARVILLE RANCHERS' HALL,1900 HERITAGE DR SW,7303 14 ST SW;8003R 14 ST SW,HERITAGE ATTRACTION,WARD 11,GLENMORE PARK,{A160A9BB-0095-482D-A369-99B8084239C1},"MULTIPOLYGON (((-114.1030969 50.9867421, -114.1030898 50.9867653, -114.1030838 50.9867646, -114.1030692 50.9868119, -114.1030719 50.9868122, -114.1030514 50.9868786, -114.1032344 50.9869011, -114.1032693 50.9867879, -114.1031824 50.9867772, -114.1031897 50.9867535, -114.1030969 50.9867421)))"
